step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy
410,525426,410,0.4068058613556502,0.0,0.7469635627530364,,,
411,526235,411,0.8202398555795514,0.0,0.6976351351351351,,,
412,527044,412,0.16055421846224938,0.0,0.691358024691358,,,
413,528789,413,0.4356937982102121,0.0,0.72870249017038,,,
414,530462,414,0.2642392451132534,0.0,0.7919463087248322,,,
415,532295,415,0.23803238139890726,0.0,0.892271662763466,,,
416,534000,416,0.5466295393474573,0.0,0.6735218508997429,,,
417,535849,417,0.2682429054393696,0.0,0.7477148080438757,0.5241759752243839,0.0,0.6609498680738787
418,537178,418,0.3943924819324798,0.0,0.7807153965785381,,,
419,538515,419,0.2379553797244,0.0,0.8477366255144033,,,
420,540420,420,0.28971145194546144,0.0,0.7374581939799331,,,
421,542093,421,0.2644596770775114,0.0,0.7936241610738255,,,
