step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy
56,72112,56,0.535940426879598,0.0,0.6504065040650406,,,
57,72921,57,0.24283796917813766,0.0,0.6049382716049383,0.5971477361029582,0.0,0.6433260393873085
58,74178,58,0.44478830636008565,0.0,0.7236363636363636,,,
59,74739,59,0.7500817259675892,0.0,0.6070175438596491,,,
60,75780,60,0.7109658299055763,0.0,0.6527272727272727,,,
61,77117,61,0.43916896654375875,0.0,0.7181069958847737,,,
62,77982,62,0.6833395170801463,0.0,0.6795131845841785,,,
63,79279,63,0.4448309381618009,0.0,0.4956521739130435,,,
64,80128,64,1.1316887905476636,0.0,0.5799373040752351,,,
65,82113,65,0.5510278906473258,0.0,0.6230440967283073,0.5336765899295234,0.0,0.6924460431654677
66,83738,66,0.4449754424360959,0.0,0.7227456258411844,,,
67,85203,67,0.7000522475595695,0.0,0.5595667870036101,,,
68,85980,68,1.0110929977824943,0.0,0.5791583166332666,,,
69,87325,69,0.8212050714869846,0.0,0.6196769456681351,,,
70,88846,70,0.3996644172939034,0.0,0.7689922480620155,,,
71,90055,71,0.8490115662252584,0.0,0.5947611710323575,,,
72,91520,72,0.3581666745520927,0.0,0.7096069868995634,,,
73,92185,73,0.9189124059840367,0.0,0.5911602209944752,0.6489103379951892,0.0,0.6398537477148081
74,93746,74,0.5063432329004581,0.0,0.7802469135802469,,,
75,94995,75,0.5854960569552257,0.0,0.7038269550748752,,,
76,96740,76,0.6517738529326523,0.0,0.6448019801980198,,,
77,97437,77,0.6566500979513972,0.0,0.6428571428571429,,,
78,99270,78,0.3065022637504798,0.0,0.8653395784543325,,,
79,100391,79,0.16479396467153284,0.0,0.6818181818181818,,,
80,101544,80,1.0128473768528587,0.0,0.5720461095100865,,,
81,103217,81,0.40942945048855706,0.0,0.6812080536912751,0.7748846204616047,0.0,0.6168108776266996
82,104474,82,0.14151123520534656,0.0,0.8805970149253731,,,
83,106323,83,0.4200933341188411,0.0,0.6343692870201096,,,
84,108252,84,0.5695362042213034,0.0,0.6588380716934487,,,
85,109357,85,0.5711034054691149,0.0,0.7012522361359571,,,
86,110358,86,0.030247376751030317,0.0,0.0,,,
87,111527,87,0.25878183490900375,0.0,0.5625,,,
88,113144,88,0.5831635915770526,0.0,0.6363636363636364,,,
89,114825,89,0.332569996466609,0.0,0.8092485549132948,0.6373817043047006,0.0,0.6344339622641509
90,116618,90,0.3819406653953308,0.0,0.7593984962406015,,,
91,117843,91,0.5488155057024271,0.0,0.706081081081081,,,
92,119676,92,0.37137512097578984,0.0,0.8102189781021898,,,
93,120701,93,0.7086923313807257,0.0,0.6060606060606061,,,
94,122086,94,0.622963722484878,0.0,0.6269430051813472,,,
95,124127,95,0.46458650817872,0.0,0.6181229773462783,,,
96,125136,96,0.17414154316537808,0.0,0.6481481481481481,,,
97,125881,97,0.8721845887003287,0.0,0.6120092378752887,0.36442553256033344,0.0,0.7883683360258481
98,126690,98,1.1143740163162683,0.0,0.6097972972972973,,,
99,127483,99,0.5182767725950991,0.0,0.7575,,,
100,129364,100,0.3815942854267043,0.0,0.6403508771929824,,,
101,130245,101,0.8607938661592166,0.0,0.6093117408906883,,,
102,131990,102,0.6075693051618912,0.0,0.6631716906946264,,,
103,133615,103,0.4343779678997044,0.0,0.7849462365591398,,,
104,133936,104,0.6653915586703006,0.0,0.6028368794326241,,,
105,135105,105,0.18932813484159663,0.0,0.5,0.6685644497864484,0.0,0.6481481481481481
106,137146,106,0.4138290238521613,0.0,0.6504854368932039,,,
107,138531,107,0.5548548550685958,0.0,0.6666666666666666,,,
108,140412,108,0.3431682126271907,0.0,0.6557017543859649,,,
109,141525,109,0.49467760425952567,0.0,0.7401433691756273,,,
110,142598,110,0.4128429671037027,0.0,0.7645951035781544,,,
111,143983,111,0.706052220311075,0.0,0.5754560530679934,,,
112,145040,112,0.6714014586064375,0.0,0.6635687732342007,,,
113,146665,113,0.3798131290433449,0.0,0.7765814266487214,0.5717585080832407,0.0,0.7336860670194003
114,147706,114,0.6185597003123204,0.0,0.6818181818181818,,,
115,148859,115,0.9014784167798595,0.0,0.6066282420749279,,,
116,149700,116,0.45809158184287824,0.0,0.7642857142857142,,,
117,150957,117,0.11477344643617649,0.0,0.9067164179104478,,,
118,151934,118,0.8021185890802278,0.0,0.6228239845261122,,,
119,153679,119,0.13313562966601222,0.0,0.9260869565217391,,,
120,155392,120,0.46869128367636975,0.0,0.6701030927835051,,,
121,156913,121,0.33435276632518196,0.0,0.8077519379844961,0.5176515060043456,0.0,0.6777251184834123
122,158050,122,0.15011992096918508,0.0,0.6890756302521008,,,
123,159347,123,0.4133877066202123,0.0,0.5130434782608696,,,
124,160660,124,0.3741196925463444,0.0,0.5673758865248227,,,
125,162565,125,0.3858737586649651,0.0,0.6672240802675585,,,
126,164294,126,0.44125609446554653,0.0,0.6939655172413793,,,
127,166103,127,0.24287528416487975,0.0,0.8491484184914841,,,
128,166896,128,0.43366505579325865,0.0,0.7875,,,
129,168641,129,0.5779145796644132,0.0,0.6658415841584159,0.44378731872330585,0.0,0.7564102564102564
130,169810,130,0.23544970115029903,0.0,0.59375,,,
131,170675,131,0.579064079429282,0.0,0.7322515212981744,,,
132,171396,132,0.037217364698198155,0.0,0.5,,,
133,173077,133,0.27855568146039106,0.0,0.8338150289017341,,,
134,175062,134,0.3726763856040811,0.0,0.8371335504885994,,,
135,175759,135,0.5368882937926828,0.0,0.6925465838509317,,,
136,176768,136,0.15131275473439942,0.0,0.7314814814814815,,,
137,177993,137,0.48145953994168333,0.0,0.7432432432432432,0.3889164818169275,0.0,0.7983761840324763
138,179786,138,0.3263775417191625,0.0,0.793984962406015,,,
139,181251,139,0.6288119464118183,0.0,0.5794223826714802,,,
140,181932,140,0.2872879367013495,0.0,0.7477477477477478,,,
141,182757,141,0.21115962928586438,0.0,0.6428571428571429,,,
142,183214,142,1.0753965169646222,0.0,0.5898305084745763,,,
143,184839,143,0.3840368065815809,0.0,0.7862903225806451,,,
144,186008,144,0.17576219687981523,0.0,0.55,,,
145,187129,145,0.47551962862782243,0.0,0.7413194444444444,0.4056851547836501,0.0,0.6880733944954128
146,188130,146,0.026625031518514114,1.0,1.0,,,
147,189451,147,0.615904377910496,0.0,0.7014084507042253,,,
148,190548,148,0.5132638517677516,0.0,0.7192660550458716,,,
149,191429,149,0.7521953116538118,0.0,0.6336032388663968,,,
150,193358,150,0.5137513606641795,0.0,0.6897404202719407,,,
151,194975,151,0.5032488004933727,0.0,0.6579352850539292,,,
152,196184,152,0.8980993826264596,0.0,0.5867269984917044,,,
153,197465,153,0.647446477691698,0.0,0.5830039525691699,0.3379935292084742,0.0,0.7277227722772277
154,199210,154,0.549539025754312,0.0,0.6841415465268676,,,
155,201043,155,0.274704659002471,0.0,0.8770491803278688,,,
156,203012,156,0.38074871058075754,0.0,0.7420537897310513,,,
157,204861,157,0.3627368012845814,0.0,0.6691042047531993,,,
158,206542,158,0.5380116853481802,0.0,0.6230899830220713,,,
159,206863,159,0.4857359770977633,0.0,0.7021276595744681,,,
160,208176,160,0.45144285318680977,0.0,0.7054673721340388,,,
161,209881,161,0.6671321802428367,0.0,0.6246786632390745,0.5233863472450906,0.0,0.6767241379310345
162,211218,162,0.3612336006232853,0.0,0.7530864197530864,,,
163,213171,163,0.6183669764909742,0.0,0.6762886597938145,,,
164,214300,164,0.11586223078020806,0.0,0.5434782608695652,,,
165,215557,165,0.37210392863776265,0.0,0.7490909090909091,,,
166,216590,166,0.5541779879384967,0.0,0.693050193050193,,,
167,217575,167,0.5834785710831337,0.0,0.7013752455795678,,,
168,218240,168,0.7735932406698383,0.0,0.6353591160220995,,,
169,219321,169,0.4310981653153608,0.0,0.7311411992263056,0.5272545934293614,0.0,0.7040572792362768
170,219874,170,0.5681033064003532,0.0,0.7,,,
171,220651,171,0.8543114176146096,0.0,0.6392785571142284,,,
172,221900,172,0.5074699090044972,0.0,0.7371048252911814,,,
173,223005,173,0.4803464329798731,0.0,0.7370304114490162,,,
174,224566,174,0.419563893414183,0.0,0.7925925925925926,,,
175,225383,175,0.37921442946523976,0.0,0.6833976833976834,,,
176,226568,176,0.6317314082426022,0.0,0.6916221033868093,,,
177,227313,177,0.7226788665858975,0.0,0.648960739030023,0.5809254452025281,0.0,0.6223021582733813
178,229082,178,0.4663320543949655,0.0,0.6924119241192412,,,
179,230379,179,0.517867614674843,0.0,0.6740890688259109,,,
180,232052,180,0.3475410576184546,0.0,0.7399328859060402,,,
181,233125,181,0.4755016179927514,0.0,0.7368421052631579,,,
182,234958,182,0.313075008907285,0.0,0.8310740354535975,,,
183,236711,183,0.4950361975431529,0.0,0.684856753069577,,,
184,238456,184,0.4791058314132352,0.0,0.7273885350318471,,,
185,239705,185,0.6277024782589016,0.0,0.6067615658362989,0.4501250215260833,0.0,0.7467948717948718
186,240554,186,0.9807483129964618,0.0,0.6332288401253918,,,
187,242539,187,0.48043330192203304,0.0,0.6529160739687055,,,
188,243348,188,0.1932662208630196,0.0,0.654320987654321,,,
189,244541,189,0.4423725473209081,0.0,0.6356164383561644,,,
190,245214,190,0.6922467750541833,0.0,0.6151603498542274,,,
191,246655,191,0.3687601967346167,0.0,0.7495741056218058,,,
192,248200,192,0.5001453858857138,0.0,0.7867001254705144,,,
193,248761,193,0.5764146338462359,0.0,0.6701754385964912,0.5374188773745672,0.0,0.6813509544787077
194,249914,194,0.609408717561199,0.0,0.656140350877193,,,
195,250923,195,0.5463989367117295,0.0,0.6621621621621622,,,
196,251844,196,1.2252495333909288,0.0,0.5519379844961241,,,
197,253053,197,0.7597402706458631,0.0,0.6224961479198767,,,
198,254518,198,0.3000947367619652,0.0,0.7554585152838428,,,
199,255863,199,0.728527901838152,0.0,0.6328928046989721,,,
200,257880,200,0.18861974740193518,0.0,0.9305555555555556,,,
201,258385,201,1.2507237524781865,0.0,0.5938967136150235,0.5391772609630778,0.0,0.6905263157894737
202,260026,202,0.44261616710904095,0.0,0.7364341085271318,,,
203,261147,203,0.14972509955373853,0.0,0.7090909090909091,,,
204,262644,204,0.5883376426472876,0.0,0.6503067484662577,,,
205,263669,205,0.6063533350620678,0.0,0.6727272727272727,,,
206,264774,206,0.1062719634217343,0.0,0.7023809523809523,,,
207,265583,207,0.9832900631554052,0.0,0.643581081081081,,,
208,266912,208,0.5080192702120621,0.0,0.7091757387247278,,,
209,268841,209,0.30719862817469346,0.0,0.7521865889212828,0.6593309368874452,0.0,0.6330390920554855
210,270210,210,0.2802886975242615,0.0,0.7837301587301587,,,
211,271675,211,0.5621067308962482,0.0,0.6335740072202166,,,
212,272684,212,0.4793435091696085,0.0,0.7004504504504504,,,
213,273997,213,0.34209988213619363,0.0,0.6134751773049646,,,
214,275382,214,0.47300268010054713,0.0,0.7115716753022453,,,
215,276663,215,0.5692663238503973,0.0,0.6185770750988142,,,
216,277832,216,0.16521004550900414,0.0,0.575,,,
217,278529,217,0.4169239667447238,0.0,0.7639751552795031,0.4716840399927663,0.0,0.6646616541353384
218,280378,218,0.3142202119680268,0.0,0.7093235831809872,,,
219,281691,219,0.37209052929735326,0.0,0.7601410934744268,,,
220,282804,220,0.3980482875075707,0.0,0.7795698924731183,,,
221,283925,221,0.3873373037679095,0.0,0.7951388888888888,,,
222,285758,222,0.25638564660966606,0.0,0.8875878220140515,,,
223,287223,223,0.2534667286721188,0.0,0.7969432314410481,,,
224,287888,224,0.6362447533396831,0.0,0.6906077348066298,,,
225,289225,225,0.29210835452288486,0.0,0.7942386831275721,0.4705362642257111,0.0,0.642023346303502
226,291154,226,0.2705750508014974,0.0,0.782798833819242,,,
227,292155,227,0.026932525911358408,0.0,0.5,,,
228,293132,228,0.6760995936515888,0.0,0.655705996131528,,,
229,294573,229,0.33651028630990687,0.0,0.7734241908006815,,,
230,296558,230,0.4268259960320733,0.0,0.6714082503556188,,,
231,297479,231,1.1284603613662532,0.0,0.5782945736434109,,,
232,298824,232,0.647360182593371,0.0,0.6681350954478708,,,
233,300809,233,0.32567960603375434,0.0,0.8479913137893594,0.373726861950862,0.0,0.793205317577548
234,301882,234,0.42013957436029636,0.0,0.7631578947368421,,,
235,303507,235,0.33566692588543584,0.0,0.8185483870967742,,,
236,304284,236,0.7307864390976291,0.0,0.6833667334669339,,,
237,306253,237,0.3361635671636403,0.0,0.7872860635696821,,,
238,307438,238,0.5459557784675079,0.0,0.7219251336898396,,,
239,309455,239,0.17249844355663113,0.0,0.936965811965812,,,
240,311224,240,0.40782813222634673,0.0,0.7222222222222222,,,
241,312721,241,0.5257420246202259,0.0,0.6733128834355828,0.22142147945303312,0.0,0.8770343580470162
242,314266,242,0.43401130013830397,0.0,0.8143036386449184,,,
243,315435,243,0.2159217372322992,0.0,0.625,,,
244,317476,244,0.3570795356225919,0.0,0.6877022653721683,,,
245,318581,245,0.09354803592855902,0.0,0.75,,,
246,319638,246,0.5786772373093092,0.0,0.70817843866171,,,
247,320775,247,0.13054894178821455,0.0,0.7226890756302521,,,
248,322568,248,0.2641320229794164,0.0,0.837593984962406,,,
249,324129,249,0.3488433081396858,0.0,0.8320987654320988,0.513815912895463,0.0,0.6220472440944882
250,325874,250,0.4955610177349855,0.0,0.6955445544554455,,,
251,327027,251,0.5243914662748472,0.0,0.7140350877192982,,,
252,327484,252,0.8802265895553398,0.0,0.6440677966101694,,,
253,328565,253,0.33943954119764086,0.0,0.7988394584139265,,,
254,329718,254,0.7744114959415968,0.0,0.6498559077809798,,,
255,330511,255,0.3349247875500638,0.0,0.8475,,,
256,331360,256,0.8676246120167467,0.0,0.6724137931034483,,,
257,332745,257,0.6207405345676273,0.0,0.6185737976782753,0.5618039775122889,0.0,0.6945812807881774
258,334386,258,0.3908601827158679,0.0,0.7571059431524548,,,
259,336267,259,0.2834235715584274,0.0,0.706140350877193,,,
260,338012,260,0.42019970670812745,0.0,0.7541401273885351,,,
261,339269,261,0.09988556140344801,0.0,0.914179104477612,,,
262,340078,262,0.16288011656274792,0.0,0.7037037037037037,,,
263,341911,263,0.26349606781983265,0.0,0.848800834202294,,,
264,342792,264,0.6374389519392896,0.0,0.6781376518218624,,,
265,343777,265,0.46890047262714524,0.0,0.7426326129666012,0.5785908575281856,0.0,0.6951819075712881
266,344986,266,0.6853598970867578,0.0,0.6456086286594761,,,
267,345707,267,0.03556538653035184,0.0,0.5,,,
268,347412,268,0.5894218926764012,0.0,0.6568123393316195,,,
269,349157,269,0.4750362936592999,0.0,0.7195281782437746,,,
270,350478,270,0.5250417033148302,0.0,0.7549295774647887,,,
271,352095,271,0.42058145901975796,0.0,0.687211093990755,,,
272,353168,272,0.30114445115322847,0.0,0.8229755178907722,,,
273,354297,273,0.10477015765973205,0.0,0.5869565217391305,1.011234922667527,0.0,0.583206106870229
274,356042,274,0.10649365177327896,0.0,0.9449275362318841,,,
275,357795,275,0.4401445914537039,0.0,0.6984993178717599,,,
276,359092,276,0.4489281191747671,0.0,0.7145748987854251,,,
277,360341,277,0.5487561557999147,0.0,0.6601423487544484,,,
278,361670,278,0.43808125960365674,0.0,0.749611197511664,,,
279,362711,279,0.4994065835025435,0.0,0.7254545454545455,,,
280,364616,280,0.31919730779266314,0.0,0.7123745819397993,,,
281,365649,281,0.4468099328187563,0.0,0.750965250965251,0.5637584322727445,0.0,0.6678832116788321
282,366898,282,0.4319457128745903,0.0,0.7753743760399334,,,
283,367219,283,0.3605776129137711,0.0,0.7730496453900709,,,
284,368036,284,0.3046946471906649,0.0,0.7451737451737451,,,
285,369765,285,0.365414432846437,0.0,0.742816091954023,,,
286,370438,286,0.582922049200634,0.0,0.6763848396501457,,,
287,371303,287,0.4567633615368445,0.0,0.7768762677484787,,,
288,372144,288,0.3315883437140237,0.0,0.8166666666666667,,,
289,373265,289,0.12633275841390906,0.0,0.7272727272727273,0.398022342834893,0.0,0.7644927536231884
290,373770,290,1.1093298820001405,0.0,0.6197183098591549,,,
291,374995,291,0.3924952907961215,0.0,0.7972972972972973,,,
292,376020,292,0.5218662099133491,0.0,0.7131313131313132,,,
293,377973,293,0.5885736995995808,0.0,0.6917525773195876,,,
294,379078,294,0.39215595606400455,0.0,0.7728085867620751,,,
295,381007,295,0.4304077072324153,0.0,0.7268232385661311,,,
296,382104,296,0.40518008172165476,0.0,0.7834862385321101,,,
297,383401,297,0.37210619336100254,0.0,0.5652173913043478,0.6773564864366516,0.0,0.6472564389697648
298,384226,298,0.16553623406929036,0.0,0.7410714285714286,,,
299,386035,299,0.1931335350884393,0.0,0.8807785888077859,,,
300,387292,300,0.301637550624072,0.0,0.8036363636363636,,,
301,388301,301,0.12440053522114597,0.0,0.7685185185185185,,,
302,389494,302,0.3750353739115294,0.0,0.6931506849315069,,,
303,390303,303,0.8656313909841359,0.0,0.6875,,,
304,391984,304,0.22027458252127935,0.0,0.8713872832369942,,,
305,392665,305,0.18692573574017618,0.0,0.8333333333333334,0.5908289099690263,0.0,0.6962750716332379
306,394338,306,0.2863007403384375,0.0,0.7684563758389261,,,
307,395963,307,0.29451175557199516,0.0,0.819650067294751,,,
308,397332,308,0.22516589973856538,0.0,0.8253968253968254,,,
309,397885,309,0.42396431837907633,0.0,0.7777777777777778,,,
310,398630,310,0.5833925058029477,0.0,0.7367205542725174,,,
311,400151,311,0.26379165749302996,0.0,0.8418604651162791,,,
312,401360,312,0.7886751419916233,0.0,0.6289592760180995,,,
313,403041,313,0.4772699179427805,0.0,0.6485568760611206,0.5340386693342938,0.0,0.693522906793049
314,404754,314,0.37551629550497406,0.0,0.7245949926362297,,,
315,405315,315,0.4509167003439221,0.0,0.775438596491228,,,
316,406564,316,0.5023162323763625,0.0,0.6779359430604982,,,
317,407309,317,0.5509782418684568,0.0,0.7505773672055427,,,
318,408518,318,0.7713703143952214,0.0,0.6365007541478129,,,
319,409623,319,0.08700468922378407,0.0,0.7738095238095238,,,
320,411608,320,0.3829872338200098,0.0,0.705547652916074,,,
321,412609,321,0.026038112114354257,0.0,0.5,0.5482056428297214,0.0,0.675
322,413746,322,0.12205156951457274,0.0,0.7226890756302521,,,
323,414899,323,0.743149845792053,0.0,0.6685878962536023,,,
324,416644,324,0.38202137679549925,0.0,0.7681528662420383,,,
325,418085,325,0.2852264147655605,0.0,0.7955706984667802,,,
326,419702,326,0.3802853480638016,0.0,0.7164869029275809,,,
327,420951,327,0.39734704451606045,0.0,0.7970049916805324,,,
328,422264,328,0.30604848450551436,0.0,0.7883597883597884,,,
329,423249,329,0.4006816138472181,0.0,0.7819253438113949,0.459503748758646,0.0,0.6311787072243346
330,424570,330,0.4738653801487002,0.0,0.7704225352112676,,,
331,425643,331,0.2623275951023809,0.0,0.8436911487758946,,,
332,427028,332,0.5615946538083431,0.0,0.6500829187396352,,,
333,428837,333,0.17801059323461202,0.0,0.8868613138686131,,,
334,430150,334,0.31473986313871066,0.0,0.6418439716312057,,,
335,430823,335,0.5242807957028849,0.0,0.7055393586005831,,,
336,432080,336,0.09037255968317826,0.0,0.9253731343283582,,,
337,434033,337,0.5568670071894628,0.0,0.702061855670103,0.5198842970306328,0.0,0.7536534446764092
338,435138,338,0.35369346960506337,0.0,0.7996422182468694,,,
339,436483,339,0.57003444318926,0.0,0.7063142437591777,,,
340,436940,340,0.7504748965602112,0.0,0.6983050847457627,,,
341,438061,341,0.3093050255014333,0.0,0.828125,,,
342,439806,342,0.43769133445114633,0.0,0.7400990099009901,,,
343,440311,343,1.0250513149654799,0.0,0.6549295774647887,,,
344,442056,344,0.09500246016435365,0.0,0.9478260869565217,,,
345,443737,345,0.1984058429413593,0.0,0.8786127167630058,0.7977876673022363,0.0,0.559774964838256
346,445362,346,0.2873642385697895,0.0,0.8306451612903226,,,
347,446395,347,0.3929911467411315,0.0,0.7760617760617761,,,
348,447652,348,0.27435345731348104,0.0,0.8163636363636364,,,
349,448765,349,0.3171331505299984,0.0,0.8333333333333334,,,
350,449958,350,0.34165056524885845,0.0,0.7123287671232876,,,
351,450839,351,0.5720430847788266,0.0,0.7186234817813765,,,
352,451632,352,0.268681622710398,0.0,0.87,,,
353,452553,353,1.0353689162568416,0.0,0.6139534883720931,0.7896329404278923,0.0,0.6317411402157165
354,453778,354,0.3544247582877305,0.0,0.8192567567567568,,,
355,455611,355,0.23328790286796472,0.0,0.867570385818561,,,
356,457172,356,0.29840076029252277,0.0,0.8481481481481481,,,
357,459053,357,0.256522908890086,0.0,0.7258771929824561,,,
358,460222,358,0.15420848639942109,0.0,0.625,,,
359,461047,359,0.14774414515435658,0.0,0.75,,,
360,462200,360,0.45723771207275377,0.0,0.756140350877193,,,
361,462977,361,0.6392592669475539,0.0,0.7154308617234469,0.4541179228542945,0.0,0.7876288659793814
362,463298,362,0.284006138780499,0.0,0.8368794326241135,,,
363,465283,363,0.2944496490710811,0.0,0.8588490770901195,,,
364,466748,364,0.20722879616373815,0.0,0.8296943231441049,,,
365,467725,365,0.5628521329791639,0.0,0.6963249516441006,,,
366,468934,366,0.6219563840111719,0.0,0.6718027734976888,,,
367,470479,367,0.37749176308533045,0.0,0.8343789209535759,,,
368,472000,368,0.2412282235202574,0.0,0.8573643410852713,,,
369,472849,369,0.7776368662723859,0.0,0.6943573667711599,0.7010567310190456,0.0,0.6914749661705006
370,474602,370,0.40043325131844104,0.0,0.7298772169167803,,,
371,475787,371,0.4674393160133285,0.0,0.7647058823529411,,,
372,476340,372,0.37435043660739786,0.0,0.7962962962962963,,,
373,477181,373,0.28536867999899757,0.0,0.85,,,
374,477998,374,0.2630512875202571,0.0,0.7876447876447876,,,
375,479295,375,0.3609929713686779,0.0,0.6,,,
376,480416,376,0.11955807316023999,0.0,0.7545454545454545,,,
377,481441,377,0.47373578560093244,0.0,0.7353535353535353,0.4867238670624346,0.0,0.7193763919821826
378,483482,378,0.3181111320681,0.0,0.7249190938511327,,,
379,484347,379,0.40777036878635836,0.0,0.8032454361054767,,,
380,486116,380,0.3558881599707139,0.0,0.7642276422764228,,,
381,487397,381,0.4978601548373825,0.0,0.650197628458498,,,
382,489366,382,0.2922025998560656,0.0,0.8092909535452323,,,
383,490439,383,0.35402122887801046,0.0,0.7955465587044535,,,
384,491824,384,0.39415698848964087,0.0,0.7495682210708118,,,
385,493505,385,0.456648533193937,0.0,0.6553480475382003,0.4468020631580691,0.0,0.7556904400606981
386,494874,386,0.2010338633413001,0.0,0.8472222222222222,,,
387,496891,387,0.16039293923246967,0.0,0.9423076923076923,,,
388,497556,388,0.5037892565131322,0.0,0.7651933701657458,,,
389,499021,389,0.4951988483333177,0.0,0.6787003610108303,,,
390,500150,390,0.10008458879735667,0.0,0.6739130434782609,,,
391,501943,391,0.22371067195247316,0.0,0.869172932330827,,,
392,503000,392,0.4924976078982541,0.0,0.7565055762081785,,,
393,504097,393,0.3737258330856973,0.0,0.7908256880733945,0.5113232706656284,0.0,0.7184873949579832
394,505722,394,0.2706810499272534,0.0,0.8317631224764468,,,
395,506731,395,0.38745945445754504,0.0,0.7432432432432432,,,
396,507740,396,0.11578022667219627,0.0,0.7870370370370371,,,
397,508437,397,0.30487141875124923,0.0,0.8322981366459627,,,
398,510166,398,0.33565211702190073,0.0,0.7600574712643678,,,
399,512095,399,0.4009532805428995,0.0,0.7428924598269468,,,
400,512656,400,0.409208566118545,0.0,0.7894736842105263,,,
401,514585,401,0.23296264097427904,0.0,0.8163265306122449,0.5395023822201587,0.0,0.6666666666666666
402,515266,402,0.15094327357874177,0.0,0.8828828828828829,,,
403,516347,403,0.2720565634394829,0.0,0.8471953578336557,,,
404,518060,404,0.3527438910746104,0.0,0.7437407952871871,,,
405,519101,405,0.44237279111691286,0.0,0.7636363636363637,,,
406,520598,406,0.4660418825455439,0.0,0.7116564417177914,,,
407,521767,407,0.20223061138944576,0.0,0.6484375,,,
408,522488,408,0.03338292990355735,1.0,1.0,,,
409,524129,409,0.3485368168308746,0.0,0.7881136950904393,0.679570101147359,0.0,0.5883534136546185
